iid,gender,pid,match,age,race,imprace,imprelig,from,Income,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,QUE BUSCA ,Attractive1,Sincere1,Intelligent1,Fun1,Ambitious1,Has shared interests/hobbies1,QUE PIENSA DE SI MISMO,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,Matches no/si efectivos,no,yes,Si saldrian con ellos otravez,no,yes,Rating que obtuvieron de sus dates,Ambitious,Attractive,Fun,Intelligent,Shared Interests/Hobbies,Sincere,like,prob
345,0,361,0,24,2,7,6,Brooklyn,25401.00,7,4,Nutritionist,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,QUE BUSCA ,10,20,27,23,15,5,QUE PIENSA DE SI MISMO,7,9,9,7,7,Matches no/si efectivos,14,4,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,6.625,6,7,7.5625,5.6875,7.625,6.25,6.6875
346,0,361,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,QUE BUSCA ,,,,,,,QUE PIENSA DE SI MISMO,6,6,6,6,7,Matches no/si efectivos,12,6,Si saldrian con ellos otravez,4,14,Rating que obtuvieron de sus dates,7.555555556,8.277777778,7.444444444,7.888888889,7.555555556,7.888888889,7.944444444,6.861111111
347,0,361,0,26,1,1,1,"WASHINGTON, D.C.",19264.00,6,1,GOVERNOR,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,QUE BUSCA ,30,5,10,20,30,5,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,17,1,Rating que obtuvieron de sus dates,4.6,3.2,4.2,5.866666667,2.666666667,6.466666667,3.8,3.933333333
348,0,361,0,21,4,3,3,CALIFORNIA,41778.00,6,1,EDUCATION ADMINISTRATION,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,QUE BUSCA ,15,25,15,15,15,15,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,17,1,Rating que obtuvieron de sus dates,6.294117647,4.705882353,6.588235294,7.176470588,5.117647059,7.470588235,5.852941176,6.058823529
349,0,361,0,33,2,1,7,New York,35963.00,4,2,Director of Training and Development,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,QUE BUSCA ,25,20,10,20,20,5,QUE PIENSA DE SI MISMO,8,9,9,8,7,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,6,12,Rating que obtuvieron de sus dates,7.352941176,8.176470588,7.705882353,7.529411765,6.4375,8.117647059,7.382352941,6.25
350,0,361,0,31,2,9,5,New Jersey,0.00,7,3,Private practice Dietician,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,QUE BUSCA ,12,25,25,8,15,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,5,13,Rating que obtuvieron de sus dates,7.111111111,7.666666667,7.277777778,7.611111111,6.388888889,7.777777778,7.083333333,6.527777778
351,0,361,0,35,4,1,3,Taiwan,0.00,5,4,"music educator, performer",5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,QUE BUSCA ,15,15,30,15,15,10,QUE PIENSA DE SI MISMO,6,9,9,9,9,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,6.117647059,6.882352941,5.529411765,7.058823529,4.941176471,7.411764706,5.882352941,5.294117647
352,0,361,0,29,6,6,6,Taiwan,0.00,4,3,Artist,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,QUE BUSCA ,20,20,20,10,10,20,QUE PIENSA DE SI MISMO,6,10,7,8,7,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,14,4,Rating que obtuvieron de sus dates,5.5,5.888888889,5.277777778,7,4.611111111,7.944444444,5.277777778,5.666666667
353,0,361,0,25,4,7,7,Taiwan,0.00,2,1,teacher,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,QUE BUSCA ,15,10,25,25,10,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,17,1,Rating que obtuvieron de sus dates,5.3125,4.9375,4.8125,6.75,3.5625,7.8125,4.4375,5.125
354,0,361,0,22,2,9,8,Manhattan,49409.00,6,1,Clinical Psychology,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,QUE BUSCA ,20,10,20,20,20,10,QUE PIENSA DE SI MISMO,7,8,8,10,9,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,7.166666667,6.833333333,7.833333333,7,7.333333333,7.166666667,6.983333333,6.941176471
355,0,361,0,24,2,10,2,NJ,0.00,4,3,Clinical Psychologist,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,QUE BUSCA ,50,20,10,5,10,5,QUE PIENSA DE SI MISMO,6,7,7,8,9,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,7,11,Rating que obtuvieron de sus dates,6.705882353,7.235294118,7.058823529,6.764705882,6,7.411764706,6.705882353,6.8125
356,0,361,0,27,2,2,4,Pennsylvania,31516.00,7,2,Psychologist,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,QUE BUSCA ,15,25,20,20,0,20,QUE PIENSA DE SI MISMO,7,10,9,8,7,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,14,4,Rating que obtuvieron de sus dates,6.888888889,7.988888889,5.555555556,7.888888889,6,7.666666667,6.888888889,6.111111111
357,0,361,0,27,4,10,10,"atlanta, ga",36223.00,4,2,education,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,QUE BUSCA ,15,20,20,20,20,5,QUE PIENSA DE SI MISMO,6,7,6,6,6,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,7,11,Rating que obtuvieron de sus dates,6.882352941,7.588235294,6.941176471,7.941176471,6.0625,7.941176471,7.117647059,6.882352941
358,0,361,0,26,4,1,1,California and New York,43367.00,5,3,Marketing or Strategy and Business Development,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,QUE BUSCA ,20,10,25,25,10,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,8.529411765,7.411764706,6.588235294,8.411764706,6.294117647,7.588235294,6.764705882,6.058823529
359,0,361,0,26,2,1,5,California,27503.00,6,3,"reorganizing society. no, I am not being flip.",2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,QUE BUSCA ,9,17,23,15,14,22,QUE PIENSA DE SI MISMO,7,10,9,4,8,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,6.625,6.21875,5.3125,7.46875,4.625,6.8125,5.34375,5.34375
360,0,361,0,24,6,8,4,"New Delhi, India",0.00,6,2,Clinical Psychologist,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,QUE BUSCA ,20,30,10,10,10,20,QUE PIENSA DE SI MISMO,7,10,8,7,9,Matches no/si efectivos,14,4,Si saldrian con ellos otravez,14,4,Rating que obtuvieron de sus dates,6.533333333,6.0625,5.933333333,7.6,5.6,7.875,5.9375,5.8
361,1,341,0,34,2,5,5,Bronx Science,35187.00,6,6,Intellectual Property Attorney,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,QUE BUSCA ,30,20,30,5,5,10,QUE PIENSA DE SI MISMO,8,8,9,6,8,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,16,4,Rating que obtuvieron de sus dates,6.75,4.166666667,4.777777778,6.888888889,4.466666667,6.611111111,4.666666667,5.166666667
362,1,341,0,30,2,1,1,Spain,0.00,4,3,Law,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,QUE BUSCA ,20.51,14.53,24.79,17.09,5.98,17.09,QUE PIENSA DE SI MISMO,8,8,9,10,9,Matches no/si efectivos,15,5,Si saldrian con ellos otravez,11,9,Rating que obtuvieron de sus dates,6.736842105,5.526315789,6.833333333,7.684210526,5.941176471,6.947368421,5.736842105,5.368421053
363,1,341,0,23,4,1,1,"nashville, TN",26298.00,6,2,investment banking,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,QUE BUSCA ,25,20,20,20,5,10,QUE PIENSA DE SI MISMO,6,8,7,7,6,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,15,5,Rating que obtuvieron de sus dates,6.631578947,5.105263158,5.842105263,7.210526316,4.3125,7.631578947,5.263157895,4.789473684
364,1,341,0,27,3,6,2,Miami,0.00,4,2,Consulting,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,QUE BUSCA ,25,25,25,15,10,0,QUE PIENSA DE SI MISMO,8,9,10,9,9,Matches no/si efectivos,14,6,Si saldrian con ellos otravez,11,9,Rating que obtuvieron de sus dates,6.894736842,6.4,7.4,7.736842105,6.1,7.85,6.4,5.75
365,1,341,0,30,2,1,1,France,0.00,2,1,Make money,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,QUE BUSCA ,31.58,10.53,15.79,21.05,10.53,10.53,QUE PIENSA DE SI MISMO,8,4,6,6,6,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,10,10,Rating que obtuvieron de sus dates,7.5,7,7.352941176,7.647058824,6.846153846,7.411764706,6.611111111,5.166666667
366,1,341,1,27,2,4,6,Australia,0.00,4,1,Art Management,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,QUE BUSCA ,14,18,17,16,15,20,QUE PIENSA DE SI MISMO,7,8,8,9,10,Matches no/si efectivos,10,10,Si saldrian con ellos otravez,2,18,Rating que obtuvieron de sus dates,7.5625,7.526315789,7.421052632,8.421052632,7.333333333,8.263157895,7.684210526,6.157894737
367,1,341,0,27,2,6,3,"Toronto, Canada",0.00,4,1,Political Development in Africa,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,QUE BUSCA ,30,15,20,25,5,5,QUE PIENSA DE SI MISMO,7,8,8,8,6,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,8,12,Rating que obtuvieron de sus dates,7.058823529,6.555555556,7,7.611111111,7.625,8.055555556,7.055555556,5.944444444
368,1,341,1,24,6,1,1,UK/Turkey,0.00,4,2,Journalist,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,QUE BUSCA ,20,10,25,20,10,15,QUE PIENSA DE SI MISMO,6,7,7,7,6,Matches no/si efectivos,14,6,Si saldrian con ellos otravez,9,11,Rating que obtuvieron de sus dates,7,6.352941176,7.529411765,7.470588235,7.066666667,7.882352941,6.941176471,6.352941176
369,1,341,0,25,2,1,8,"Boston, MA",31148.00,5,3,"clinical psychologist, researcher, professor",2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,QUE BUSCA ,17,18,28,27,5,5,QUE PIENSA DE SI MISMO,7,9,10,9,7,Matches no/si efectivos,12,8,Si saldrian con ellos otravez,10,10,Rating que obtuvieron de sus dates,7,6.4,8,7,5.666666667,7,6.333333333,5.866666667
370,1,341,0,28,2,7,4,New York,55704.00,4,1,Consulting,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,QUE BUSCA ,50,10,10,10,10,10,QUE PIENSA DE SI MISMO,8,7,8,9,10,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,6,14,Rating que obtuvieron de sus dates,7.588235294,7.941176471,7.647058824,8.1875,6.933333333,7.823529412,7.352941176,5.6875
371,1,341,1,27,2,3,1,Chicago,69487.00,7,1,Intl Development,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,QUE BUSCA ,40,0,10,50,0,0,QUE PIENSA DE SI MISMO,10,10,10,10,10,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,10,10,Rating que obtuvieron de sus dates,7,7.3,6.944444444,7.263157895,5.777777778,7.3,6.55,5.052631579
372,1,341,0,27,2,9,7,Midwest USA,46138.00,5,2,undecided,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,QUE BUSCA ,30,15,15,20,5,15,QUE PIENSA DE SI MISMO,7,8,9,9,8,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,10,10,Rating que obtuvieron de sus dates,6.3125,6.647058824,6.882352941,7.411764706,6.076923077,6.941176471,6.117647059,4.588235294
373,1,341,0,29,3,3,1,Costa Rica,0.00,5,2,Business Consulting,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,QUE BUSCA ,75,5,5,10,0,5,QUE PIENSA DE SI MISMO,8,8,9,8,9,Matches no/si efectivos,16,4,Si saldrian con ellos otravez,7,13,Rating que obtuvieron de sus dates,8.125,8.529411765,7.5625,8.0625,7.076923077,8.117647059,7.117647059,6.529411765
374,1,341,0,30,4,6,6,SOUTH KOREA,0.00,4,2,CONSULTING,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,QUE BUSCA ,50,10,10,10,5,15,QUE PIENSA DE SI MISMO,7,7,7,6,6,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,14,6,Rating que obtuvieron de sus dates,7.133333333,5.647058824,5.647058824,7.411764706,5.153846154,7.470588235,5.941176471,5.411764706
375,1,341,0,27,2,3,2,Yugoslavia,0.00,3,1,Private Equity,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,QUE BUSCA ,30,20,15,15,8,12,QUE PIENSA DE SI MISMO,8,9,8,9,9,Matches no/si efectivos,17,3,Si saldrian con ellos otravez,9,11,Rating que obtuvieron de sus dates,6.647058824,8.315789474,6.736842105,6.894736842,5.5,7,6.473684211,5.157894737
376,1,341,0,25,4,10,7,los angeles,66827.00,5,2,still wondering,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,QUE BUSCA ,30,10,15,20,15,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,18,2,Si saldrian con ellos otravez,10,10,Rating que obtuvieron de sus dates,8.157894737,6.421052632,6.611111111,8.526315789,6,7.368421053,6.526315789,4.894736842
377,1,341,0,26,4,3,2,new york,0.00,5,1,investment management,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,QUE BUSCA ,25,20,10,20,15,10,QUE PIENSA DE SI MISMO,7,9,8,7,8,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,17,3,Rating que obtuvieron de sus dates,6,5.555555556,5,6.941176471,4.857142857,6.611111111,4.833333333,4.611111111
378,1,341,0,29,2,3,2,Wisconsin,42897.00,5,2,Finance Related,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,QUE BUSCA ,25,15,20,20,10,10,QUE PIENSA DE SI MISMO,6,7,9,8,8,Matches no/si efectivos,19,1,Si saldrian con ellos otravez,13,7,Rating que obtuvieron de sus dates,6.3125,6.555555556,6.411764706,7.055555556,5.733333333,7,6.055555556,5.333333333
379,0,397,0,38,2,4,6,"NYC, San Francisco",31809.00,7,2,Media Marketing/Entrepreneurship,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,QUE BUSCA ,15,15,20,15,15,20,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,9,10,Rating que obtuvieron de sus dates,7.705882353,6.294117647,6.5625,7.705882353,6.5,7.058823529,6.235294118,5.1875
380,0,397,0,33,1,4,8,Chicago,0.00,7,4,film directing,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,QUE BUSCA ,20,20,20,15,15,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,14,5,Rating que obtuvieron de sus dates,7.0625,5.944444444,6.555555556,7.833333333,6.055555556,7.444444444,6,4.888888889
381,0,397,0,24,2,6,3,California,0.00,4,1,Screenwriter,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,QUE BUSCA ,20,10,20,35,5,10,QUE PIENSA DE SI MISMO,7,8,8,8,9,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,11,8,Rating que obtuvieron de sus dates,6.875,6.388888889,6.470588235,6.833333333,6.461538462,6.833333333,5.75,4.861111111
382,0,397,0,28,2,8,1,New York City,52010.00,7,3,Filmmaker,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,QUE BUSCA ,25,25,25,10,10,5,QUE PIENSA DE SI MISMO,6,6,6,6,6,Matches no/si efectivos,15,4,Si saldrian con ellos otravez,11,8,Rating que obtuvieron de sus dates,6.647058824,6.222222222,5.555555556,6.888888889,5.6875,6.882352941,6,5.388888889
383,0,397,1,27,2,10,5,Massachusetts,0.00,6,2,Director of Admissions,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,QUE BUSCA ,25,20,10,20,15,10,QUE PIENSA DE SI MISMO,6,8,5,7,6,Matches no/si efectivos,15,4,Si saldrian con ellos otravez,8,11,Rating que obtuvieron de sus dates,6.4,6.333333333,6.666666667,6.666666667,5.461538462,7.777777778,6.583333333,6.666666667
384,0,397,0,23,2,9,6,Connecticut,0.00,5,3,Undecided,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,QUE BUSCA ,20,20,20,20,20,0,QUE PIENSA DE SI MISMO,7,7,8,9,8,Matches no/si efectivos,12,7,Si saldrian con ellos otravez,6,13,Rating que obtuvieron de sus dates,6.722222222,7,8.105263158,7.315789474,7.15625,7.526315789,7.157894737,6.611111111
385,0,397,0,25,2,5,8,Oregon,78704.00,5,3,Elementary Education Teaching,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,QUE BUSCA ,25,20,20,20,10,5,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,12,7,Si saldrian con ellos otravez,9,10,Rating que obtuvieron de sus dates,6.5,7.052631579,7.210526316,6.842105263,6.285714286,7.842105263,6.842105263,6
386,0,397,1,26,2,4,2,New York,75347.00,7,2,School Psychologist,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,QUE BUSCA ,15,10,30,10,15,20,QUE PIENSA DE SI MISMO,7,8,8,7,8,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,13,6,Rating que obtuvieron de sus dates,6.625,5.631578947,6.789473684,7.684210526,5.8125,8.052631579,6.105263158,5.684210526
387,0,397,0,25,2,5,2,New Jersey,0.00,7,2,School Psychologist,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,QUE BUSCA ,20,15,25,15,15,10,QUE PIENSA DE SI MISMO,7,7,7,7,7,Matches no/si efectivos,11,8,Si saldrian con ellos otravez,5,14,Rating que obtuvieron de sus dates,7.058823529,8.184210526,7.75,7.526315789,6,7.666666667,7.315789474,6.052631579
388,0,397,0,24,2,1,6,"San Francisco, CA",47005.00,4,2,School Counseling,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,QUE BUSCA ,22,17,15,15,15,16,QUE PIENSA DE SI MISMO,7,8,8,7,7,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,10,9,Rating que obtuvieron de sus dates,6.588235294,6.973684211,6.941176471,6.552631579,5.538461538,6.555555556,5.973684211,4.868421053
389,0,397,0,21,2,1,1,Florida and Virginia,52805.00,3,1,attorney?,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,QUE BUSCA ,20,30,20,20,0,10,QUE PIENSA DE SI MISMO,8,10,8,10,6,Matches no/si efectivos,11,8,Si saldrian con ellos otravez,2,17,Rating que obtuvieron de sus dates,7.323529412,7.611111111,7.861111111,7.777777778,5.294117647,7.277777778,7.333333333,6.352941176
390,0,397,0,30,4,1,10,Hong Kong,0.00,4,3,Academic,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,QUE BUSCA ,10,20,20,10,10,30,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,16,3,Si saldrian con ellos otravez,16,3,Rating que obtuvieron de sus dates,6.235294118,3.611111111,4.277777778,6.305555556,2.625,5.944444444,4.277777778,5.277777778
391,0,397,0,28,2,1,5,Maryland,50725.00,4,1,Writer,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,QUE BUSCA ,35,0,35,10,10,10,QUE PIENSA DE SI MISMO,7,9,8,8,6,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,9,10,Rating que obtuvieron de sus dates,6.533333333,6.526315789,6.647058824,7.388888889,6.785714286,6.842105263,6.394736842,5.527777778
392,0,397,0,26,2,6,1,"New York, NY",49409.00,4,3,Writer/teacher,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,QUE BUSCA ,15,20,15,30,10,10,QUE PIENSA DE SI MISMO,7,9,9,8,7,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,10,9,Rating que obtuvieron de sus dates,7,6,7.105263158,7.222222222,6.466666667,7.631578947,6.526315789,6.157894737
393,0,397,1,22,2,4,8,Long Island,65693.00,7,1,Writing or Editorial,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,QUE BUSCA ,8,20,25,25,12,10,QUE PIENSA DE SI MISMO,7,8,8,8,7,Matches no/si efectivos,14,5,Si saldrian con ellos otravez,13,6,Rating que obtuvieron de sus dates,6.470588235,5.111111111,6.444444444,7.611111111,6.142857143,7.833333333,5.888888889,5.666666667
394,0,397,0,24,2,1,6,San Francisco Bay Area,45736.00,4,2,writer/editor,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,QUE BUSCA ,18,19,16,15,15,17,QUE PIENSA DE SI MISMO,8,8,7,7,8,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,14,5,Rating que obtuvieron de sus dates,5.705882353,5.444444444,5.888888889,6.833333333,5.466666667,7.111111111,5.5,4.888888889
395,0,397,0,33,2,1,2,Los Angeles,33906.00,4,2,writer/editor,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,QUE BUSCA ,20,20,20,10,10,20,QUE PIENSA DE SI MISMO,9,10,9,8,8,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,14,5,Rating que obtuvieron de sus dates,6.555555556,5.684210526,6.277777778,7.052631579,5.533333333,6.894736842,5.5,4.315789474
396,0,397,0,25,4,1,5,Hawaii and Los Angeles,50501.00,7,2,producer at a non-profit regional theatre,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,QUE BUSCA ,15,18,18,18,15,16,QUE PIENSA DE SI MISMO,8,9,9,9,8,Matches no/si efectivos,17,2,Si saldrian con ellos otravez,14,5,Rating que obtuvieron de sus dates,6.1875,5.294117647,5.823529412,6.764705882,5.357142857,7,5.411764706,5.352941176
397,1,379,0,24,2,3,2,New Jersey,0.00,5,2,Lawyer,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,QUE BUSCA ,20,21,21,22,6,10,QUE PIENSA DE SI MISMO,7,8,10,7,9,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,7.3125,5.722222222,5.5,7.444444444,5.615384615,7.722222222,5.944444444,5.388888889
398,1,379,0,29,2,7,2,Italy,0.00,3,1,Consultin \ Management,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,QUE BUSCA ,45,10,10,30,0,5,QUE PIENSA DE SI MISMO,7,7,9,10,7,Matches no/si efectivos,12,6,Si saldrian con ellos otravez,6,12,Rating que obtuvieron de sus dates,7.076923077,7.111111111,8.352941176,7.470588235,6.6,7.333333333,7.166666667,6.194444444
399,1,379,0,29,2,1,1,Chicago,48785.00,4,2,Consulting,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,QUE BUSCA ,25,10,20,20,10,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,7.625,6.9,6.5,7.4,6,6.8,6.1,6.2
400,1,379,1,26,2,7,7,Italy,0.00,4,2,Entrepreneur,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,QUE BUSCA ,70,5,20,3,1,1,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,12,6,Si saldrian con ellos otravez,4,14,Rating que obtuvieron de sus dates,8.352941176,7.111111111,7.176470588,8.055555556,6.916666667,7.666666667,7.027777778,5.333333333
401,1,379,0,31,2,1,1,Germany,0.00,4,1,Consulting,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,QUE BUSCA ,35,0,25,20,0,20,QUE PIENSA DE SI MISMO,8,5,10,7,5,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,8,6.333333333,6.058823529,8.222222222,5.714285714,8.277777778,6.166666667,5.111111111
402,1,379,1,29,4,1,1,Korea,0.00,4,2,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,QUE BUSCA ,25,20,15,25,10,5,QUE PIENSA DE SI MISMO,6,7,10,7,9,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,16,2,Rating que obtuvieron de sus dates,8.4375,5.111111111,6.555555556,8.166666667,5,8.333333333,5.333333333,4.722222222
403,1,379,0,22,2,6,6,Paris,0.00,5,3,Work in an investment bank,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,QUE BUSCA ,20,25,20,15,5,15,QUE PIENSA DE SI MISMO,4,8,9,7,9,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,15,3,Rating que obtuvieron de sus dates,7,4.888888889,6.058823529,8.058823529,4.692307692,8.166666667,5.333333333,5.352941176
404,1,379,0,23,2,1,4,France,0.00,5,2,Investment Banking,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,QUE BUSCA ,25,14,25,25,3,8,QUE PIENSA DE SI MISMO,7,9,9,8,8,Matches no/si efectivos,9,9,Si saldrian con ellos otravez,7,11,Rating que obtuvieron de sus dates,7.357142857,8.277777778,6.888888889,7.764705882,5.846153846,8.333333333,6.722222222,5.9375
405,1,379,0,30,1,1,1,New York City,55080.00,5,5,Diplomat / Int'l civil servant,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,QUE BUSCA ,30,25,20,15,5,5,QUE PIENSA DE SI MISMO,8,8,9,10,10,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,8.294117647,5.388888889,6.722222222,8.388888889,6.214285714,8.333333333,5.722222222,4.944444444
406,1,379,0,27,4,1,1,Minneapolis,0.00,6,2,Finance,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,QUE BUSCA ,20,20,20,20,20,0,QUE PIENSA DE SI MISMO,6,7,8,7,8,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,8,5.777777778,7.941176471,8.058823529,6.28125,7.388888889,6.388888889,5.388888889
407,1,379,0,24,2,1,1,New Jersey,0.00,4,2,Screenwriter,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,QUE BUSCA ,30,15,15,15,15,10,QUE PIENSA DE SI MISMO,7,8,8,7,9,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,5,13,Rating que obtuvieron de sus dates,7.4375,7.111111111,6.888888889,8.111111111,7.533333333,8.777777778,7.111111111,6
408,1,379,0,24,3,1,1,NYC,0.00,7,1,Diplomat/Business,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,QUE BUSCA ,20,10,20,20,10,20,QUE PIENSA DE SI MISMO,7,7,7,8,8,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,7.222222222,6.722222222,7,6.888888889,6.428571429,7.055555556,6.166666667,5.5
